"Contig.Start.Stop"	"gene_ID"	"Fst"	"Year"
"000177F:104203:104766"	"ID=PCA_SD_13712"	NA	NA
"000167F:107483:108240"	"ID=PCA_SD_12080"	NA	NA
"000165F:162513:163319"	"ID=PCA_SD_10456"	NA	NA
"000189F:159591:160155"	"ID=PCA_SD_11687"	0.0656570629590973	"1990_2015"
"000184F:180874:181683"	"ID=PCA_SD_13802"	NA	NA
"000185F:30893:32360"	"ID=PCA_SD_12676"	NA	NA
"000185F:172684:173615"	"ID=PCA_SD_12695"	NA	NA
"000187F:423:621"	"ID=PCA_SD_12097"	NA	NA
"000187F:21443:22164"	"ID=PCA_SD_12099"	NA	NA
"000187F:147126:147934"	"ID=PCA_SD_12123"	NA	NA
"000187F:139281:141810"	"ID=PCA_SD_12121"	NA	NA
"000191F:163455:163763"	"ID=PCA_SD_14451"	0.331314072693383	"1990_2015"
"000191F:179477:180114"	"ID=PCA_SD_14455"	0.125937031484258	"1990_2015"
"000152F:180245:180806"	"ID=PCA_SD_15709"	NA	NA
"000152F:158242:158822"	"ID=PCA_SD_15703"	NA	NA
"000152F:141327:141907"	"ID=PCA_SD_15698"	NA	NA
"000152F:124853:125158"	"ID=PCA_SD_15697"	NA	NA
"000178F:44823:45344"	"ID=PCA_SD_13117"	NA	NA
"000190F:121186:122504"	"ID=PCA_SD_18873"	NA	NA
"000190F:106390:107079"	"ID=PCA_SD_18870"	NA	NA
"000190F:80827:81452"	"ID=PCA_SD_18868"	NA	NA
"000179F:46240:46773"	"ID=PCA_SD_13983"	NA	NA
"000179F:148247:149126"	"ID=PCA_SD_13999"	NA	NA
"000224F:24489:25257"	"ID=PCA_SD_08581"	NA	NA
"000224F:53322:54086"	"ID=PCA_SD_08590"	NA	NA
"000193F:55041:56612"	"ID=PCA_SD_11230"	NA	NA
"000193F:124242:125468"	"ID=PCA_SD_11247"	NA	NA
"000193F:130843:131709"	"ID=PCA_SD_11249"	NA	NA
"000193F:79082:79490"	"ID=PCA_SD_11237"	NA	NA
"000193F:41911:42895"	"ID=PCA_SD_11228"	NA	NA
"000193F:34404:35446"	"ID=PCA_SD_11226"	NA	NA
"000193F:29372:30499"	"ID=PCA_SD_11224"	NA	NA
"000198F:145476:146769"	"ID=PCA_SD_13004"	NA	NA
"000198F:84893:85501"	"ID=PCA_SD_12991"	NA	NA
"000212F:13554:14520"	"ID=PCA_SD_16165"	NA	NA
"000194F:21065:21806"	"ID=PCA_SD_15320"	NA	NA
"000194F:53504:54504"	"ID=PCA_SD_15323"	NA	NA
"000208F:107975:108716"	"ID=PCA_SD_12658"	NA	NA
"000202F:113961:114574"	"ID=PCA_SD_19245"	NA	NA
"000200F:124064:125226"	"ID=PCA_SD_12933"	NA	NA
"000209F:79596:80396"	"ID=PCA_SD_09803"	NA	NA
"000205F:134438:135194"	"ID=PCA_SD_15177"	NA	NA
"000205F:61739:62386"	"ID=PCA_SD_15166"	NA	NA
"000214F:134577:135881"	"ID=PCA_SD_10615"	NA	NA
"000225F:102416:102697"	"ID=PCA_SD_17899"	NA	NA
"000225F:144826:145107"	"ID=PCA_SD_17905"	NA	NA
"000216F:18312:18943"	"ID=PCA_SD_15019"	NA	NA
"000216F:148232:148986"	"ID=PCA_SD_15041"	NA	NA
"000216F:49759:50631"	"ID=PCA_SD_15024"	NA	NA
"000213F:135501:136087"	"ID=PCA_SD_13315"	NA	NA
"000218F:87597:88389"	"ID=PCA_SD_11607"	NA	NA
"000232F:80423:81009"	"ID=PCA_SD_13086"	NA	NA
"000228F:108724:109588"	"ID=PCA_SD_14478"	NA	NA
"000221F:15272:15898"	"ID=PCA_SD_12337"	NA	NA
"000227F:145020:145424"	"ID=PCA_SD_10320"	NA	NA
"000154F:26340:27348"	"ID=PCA_SD_14954"	NA	NA
"000240F:79960:80441"	"ID=PCA_SD_15752"	NA	NA
"000220F:119435:120506"	"ID=PCA_SD_14108"	NA	NA
"000236F:81014:81538"	"ID=PCA_SD_13027"	NA	NA
"000241F:8270:8953"	"ID=PCA_SD_09759"	NA	NA
"000247F:132168:132898"	"ID=PCA_SD_09530"	0	"1990_2015"
"000256F:100547:100825"	"ID=PCA_SD_12907"	0.0202284036529333	"1990_2015"
"000246F:41034:41798"	"ID=PCA_SD_12471"	0.0466401644523718	"1990_2015"
"000258F:73122:73706"	"ID=PCA_SD_16835"	0.211864406779661	"1990_2015"
"000252F:59341:60158"	"ID=PCA_SD_09742"	NA	NA
"000266F:121082:122304"	"ID=PCA_SD_14343"	0.17324470294973	"1990_2015"
"000266F:46498:47362"	"ID=PCA_SD_14331"	0.241379310344828	"1990_2015"
"000264F:47626:47991"	"ID=PCA_SD_14188"	NA	NA
"000264F:88953:89366"	"ID=PCA_SD_14198"	NA	NA
"000297F:116919:117676"	"ID=PCA_SD_21688"	0.12611234705228	"1990_2015"
"000297F:114265:115089"	"ID=PCA_SD_21687"	0.123500749625188	"1990_2015"
"000280F:62268:62717"	"ID=PCA_SD_18455"	NA	NA
"000267F:45104:46119"	"ID=PCA_SD_13206"	NA	NA
"000271F:99109:99587"	"ID=PCA_SD_15437"	NA	NA
"000278F:72186:72871"	"ID=PCA_SD_15653"	NA	NA
"000285F:85025:85733"	"ID=PCA_SD_18698"	0	"1990_2015"
"000298F:120247:121714"	"ID=PCA_SD_13662"	0	"1990_2015"
"000291F:48049:49356"	"ID=PCA_SD_15188"	0.018525003501891	"1990_2015"
"000269F:63039:64328"	"ID=PCA_SD_11070"	NA	NA
"000304F:18474:18926"	"ID=PCA_SD_16040"	0	"1990_2015"
"000304F:97346:97873"	"ID=PCA_SD_16055"	0	"1990_2015"
"000281F:112521:112880"	"ID=PCA_SD_16032"	NA	NA
"000299F:89008:90054"	"ID=PCA_SD_14865"	NA	NA
"000311F:26516:27318"	"ID=PCA_SD_22009"	0	"1990_2015"
"000322F:117980:118495"	"ID=PCA_SD_13392"	0	"1990_2015"
"000322F:102481:103003"	"ID=PCA_SD_13386"	0	"1990_2015"
"000315F:37520:38608"	"ID=PCA_SD_15404"	NA	NA
"000315F:36440:37230"	"ID=PCA_SD_15403"	NA	NA
"000310F:91767:92306"	"ID=PCA_SD_18442"	NA	NA
"000334F:66322:66983"	"ID=PCA_SD_20568"	0.024118158033526	"1990_2015"
"000324F:16103:16832"	"ID=PCA_SD_20834"	NA	NA
"000325F:56382:57454"	"ID=PCA_SD_19166"	NA	NA
"000326F:21734:22536"	"ID=PCA_SD_16092"	NA	NA
"000306F:38085:38502"	"ID=PCA_SD_17747"	NA	NA
"000262F:93826:94265"	"ID=PCA_SD_20000"	NA	NA
"000327F:26450:26902"	"ID=PCA_SD_19782"	NA	NA
"000313F:33621:34118"	"ID=PCA_SD_16467"	NA	NA
"000313F:62770:63021"	"ID=PCA_SD_16471"	NA	NA
"000091F:1785:2168"	"ID=PCA_SD_17406"	NA	NA
"000091F:44702:45309"	"ID=PCA_SD_17416"	NA	NA
"000338F:4373:5269"	"ID=PCA_SD_15761"	NA	NA
"000335F:37334:38135"	"ID=PCA_SD_18895"	NA	NA
"000335F:35210:35623"	"ID=PCA_SD_18894"	NA	NA
"000335F:26029:27011"	"ID=PCA_SD_18891"	NA	NA
"000335F:101714:102128"	"ID=PCA_SD_18910"	NA	NA
"000343F:107179:108147"	"ID=PCA_SD_19051"	NA	NA
"000344F:66514:66984"	"ID=PCA_SD_15591"	NA	NA
"000344F:4690:5631"	"ID=PCA_SD_15576"	NA	NA
"000350F:91214:92266"	"ID=PCA_SD_16752"	0	"1990_2015"
"000331F:18934:19616"	"ID=PCA_SD_15968"	NA	NA
"000331F:56312:58407"	"ID=PCA_SD_15976"	NA	NA
"000341F:19733:20338"	"ID=PCA_SD_14614"	0.111758474576271	"1990_2015"
"000365F:5255:5682"	"ID=PCA_SD_10919"	0	"1990_2015"
"000365F:75923:76711"	"ID=PCA_SD_10938"	0	"1990_2015"
"000367F:70410:71252"	"ID=PCA_SD_16008"	0.0364089310713751	"1990_2015"
"000361F:72015:72710"	"ID=PCA_SD_16251"	0.100745762711865	"1990_2015"
"000370F:21822:22492"	"ID=PCA_SD_24295"	0.0432683572559505	"1990_2015"
"000366F:23499:23913"	"ID=PCA_SD_18631"	0.0292013326293944	"1990_2015"
"000374F:71550:72149"	"ID=PCA_SD_19466"	0.0981771666133676	"1990_2015"
"000374F:69568:70343"	"ID=PCA_SD_19465"	0.0742543763784846	"1990_2015"
"000374F:59065:59515"	"ID=PCA_SD_19463"	0.0584148743157535	"1990_2015"
"000374F:46258:46856"	"ID=PCA_SD_19461"	0.000434593654932702	"1990_2015"
"000383F:2610:3038"	"ID=PCA_SD_15786"	0.180140220346259	"1990_2015"
"000383F:18178:18621"	"ID=PCA_SD_15788"	0.175777964676198	"1990_2015"
"000379F:42983:43607"	"ID=PCA_SD_18415"	NA	NA
"000379F:84410:85082"	"ID=PCA_SD_18423"	NA	NA
"000379F:87222:87897"	"ID=PCA_SD_18425"	NA	NA
"000385F:43910:44659"	"ID=PCA_SD_18569"	0.168882688870483	"1990_2015"
"000385F:17433:17930"	"ID=PCA_SD_18563"	0	"1990_2015"
"000391F:28807:29407"	"ID=PCA_SD_22448"	0.30751837196156	"1990_2015"
"000402F:50105:50557"	"ID=PCA_SD_24046"	0	"1990_2015"
"000398F:68776:69729"	"ID=PCA_SD_22612"	NA	NA
"000381F:46807:47658"	"ID=PCA_SD_19824"	NA	NA
"000381F:22955:23449"	"ID=PCA_SD_19819"	NA	NA
"000420F:14654:14959"	"ID=PCA_SD_20592"	0	"1990_2015"
"000424F:62600:63415"	"ID=PCA_SD_23000"	NA	NA
"000196F:61460:62642"	"ID=PCA_SD_21170"	NA	NA
"000432F:52163:52549"	"ID=PCA_SD_20087"	0.0822000401956186	"1990_2015"
"000432F:58069:58482"	"ID=PCA_SD_20090"	0	"1990_2015"
"000441F:49604:50538"	"ID=PCA_SD_24205"	-0.0251350228500209	"1990_2015"
"000448F:30638:31017"	"ID=PCA_SD_20681"	0	"1990_2015"
"000448F:56040:56559"	"ID=PCA_SD_20688"	0.00181488203266789	"1990_2015"
"000450F:26480:27409"	"ID=PCA_SD_18822"	NA	NA
"000459F:34911:35719"	"ID=PCA_SD_25526"	0	"1990_2015"
"000461F:30186:30716"	"ID=PCA_SD_22138"	0.155052379882954	"1990_2015"
"000467F:61853:62582"	"ID=PCA_SD_23755"	0	"1990_2015"
"000465F:18542:19111"	"ID=PCA_SD_26163"	NA	NA
"000389F:50180:50992"	"ID=PCA_SD_24339"	0	"1990_2015"
"000452F:34190:34832"	"ID=PCA_SD_20883"	NA	NA
"000527F:22039:22714"	"ID=PCA_SD_22660"	0	"1990_2015"
"000547F:20132:20460"	"ID=PCA_SD_24283"	0	"1990_2015"
"000553F:17:439"	"ID=PCA_SD_22044"	0.190387370583624	"1990_2015"
"000574F:29247:30177"	"ID=PCA_SD_25335"	0.0430509592985473	"1990_2015"
"000545F:33639:34130"	"ID=PCA_SD_23537"	0	"1990_2015"
"000598F:26990:28006"	"ID=PCA_SD_23798"	0.0418087547380298	"1990_2015"
"000598F:22110:22472"	"ID=PCA_SD_23796"	0.0125276344878407	"1990_2015"
"000601F:17627:18523"	"ID=PCA_SD_26422"	0	"1990_2015"
"000586F:16296:16876"	"ID=PCA_SD_25687"	NA	NA
"000586F:4642:5222"	"ID=PCA_SD_25683"	NA	NA
"000614F:28814:29572"	"ID=PCA_SD_26256"	0.104872881355932	"1990_2015"
"000634F:10475:11234"	"ID=PCA_SD_26525"	0.0448275862068965	"1990_2015"
"000630F:10418:10909"	"ID=PCA_SD_24419"	NA	NA
"000651F:10074:10737"	"ID=PCA_SD_23469"	NA	NA
"000651F:12478:13133"	"ID=PCA_SD_23470"	NA	NA
"000663F:5105:5554"	"ID=PCA_SD_26916"	0	"1990_2015"
"000673F:10171:11183"	"ID=PCA_SD_23676"	0	"1990_2015"
"000677F:13889:14567"	"ID=PCA_SD_24986"	0	"1990_2015"
"000688F:16371:16784"	"ID=PCA_SD_26917"	0	"1990_2015"
"000694F:5011:5411"	"ID=PCA_SD_26536"	NA	NA
"000695F:5113:5977"	"ID=PCA_SD_26610"	NA	NA
