"Contig.Start.Stop"	"gene_ID"	"Watterson's Theta 1990"	"Watterson's Theta 2015"
"000134F:64837:65465"	"ID=PCA_SD_09455"	0.004773017195967	0.00340929799711928
"000134F:72840:73465"	"ID=PCA_SD_09456"	0.00137025459436935	0.000685127297184674
"000135F:147653:148092"	"ID=PCA_SD_11717"	0.000974749290994559	0.000974749290994559
"000136F:116575:117328"	"ID=PCA_SD_09846"	0.00341291528942392	0.00284409607451993
"000136F:119056:120093"	"ID=PCA_SD_09847"	0.00185934835854453	0.00103297131030252
"000138F:146794:147563"	"ID=PCA_SD_11530"	0.00111399918970807	0.00111399918970807
"000138F:27253:27838"	"ID=PCA_SD_11510"	0.00988056448550799	0.00731893665593184
"000139F:228499:229022"	"ID=PCA_SD_08250"	0.000409245885532067	0.000818491771064134
"000141F:77516:78025"	"ID=PCA_SD_12571"	NA	NA
"000142F:158856:159202"	"ID=PCA_SD_10577"	0.00123599333728417	NA
"000143F:167950:168742"	"ID=PCA_SD_12192"	0.00243380024737607	0.00162253349825072
"000143F:217752:218261"	"ID=PCA_SD_12204"	0.000840960172622757	0.00126144025893414
"000145F:185339:186058"	"ID=PCA_SD_05759"	0.00357408073364672	0.00208488042796058
"000145F:47859:48386"	"ID=PCA_SD_05723"	0.0016245821516576	0.0004061455379144
"000146F:12953:13271"	"ID=PCA_SD_15443"	0.00605016801306968	0.0053779271227286
"000149F:126658:127011"	"ID=PCA_SD_11316"	NA	NA
"000151F:23959:24667"	"ID=PCA_SD_10016"	0.00142408934006508	NA
"000151F:80023:80450"	"ID=PCA_SD_10029"	0.00176929791256917	0.00200415742073648
"000152F:124853:125158"	"ID=PCA_SD_15697"	0.00630720129467068	0.00280320057540919
"000152F:141327:141907"	"ID=PCA_SD_15698"	NA	NA
"000152F:158242:158822"	"ID=PCA_SD_15703"	0.00110728835121585	0.00036909611707195
"000152F:180245:180806"	"ID=PCA_SD_15709"	NA	NA
"000153F:33501:34280"	"ID=PCA_SD_11259"	0.0041239393080539	0.000274929287203594
"000153F:45205:45984"	"ID=PCA_SD_11261"	0.00467379788246109	0.000824787861610781
"000154F:26340:27348"	"ID=PCA_SD_14954"	0.00297544877726783	0.00191278849967218
"000156F:93385:93823"	"ID=PCA_SD_10264"	0.00229995294329417	0.00146545451493487
"000158F:184315:185019"	"ID=PCA_SD_15364"	0.00365012500457537	0.00071608463979159
"000159F:191999:192535"	"ID=PCA_SD_11154"	NA	NA
"000159F:95512:96025"	"ID=PCA_SD_11134"	0.00208603933870431	0.00166883147096345
"000161F:122889:123522"	"ID=PCA_SD_10676"	0.00169120539447006	0.00169120539447006
"000161F:16486:16997"	"ID=PCA_SD_10654"	0.00628256378961337	0.00628256378961337
"000162F:59424:60018"	"ID=PCA_SD_16343"	0.00396452652807871	0.0036041150255261
"000163F:166024:166629"	"ID=PCA_SD_08708"	0.00176934689784491	0.00106160813870695
"000163F:89539:91316"	"ID=PCA_SD_08694"	0.00180915222738023	0.00120610148492015
"000164F:512:1566"	"ID=PCA_SD_06633"	0.00101632627497063	0.000406530509988252
"000164F:91389:92072"	"ID=PCA_SD_06657"	NA	NA
"000164F:96625:97326"	"ID=PCA_SD_06659"	0.00427667780094479	0.00397120081516302
"000165F:162513:163319"	"ID=PCA_SD_10456"	0.00500460640449141	NA
"000166F:126908:127281"	"ID=PCA_SD_09906"	0.00401367355115407	0.00401367355115407
"000167F:107483:108240"	"ID=PCA_SD_12080"	0.00169745259117786	0.00141454382598155
"000170F:119283:119870"	"ID=PCA_SD_10176"	0.00182351057839118	0.00128785630370681
"000170F:146305:147306"	"ID=PCA_SD_10184"	0.00171213448318406	0.00075574801055849
"000171F:52247:52905"	"ID=PCA_SD_15267"	0.000976228424971789	0.000325409474990596
"000172F:28467:28892"	"ID=PCA_SD_14120"	0.00302034991575779	0.00302034991575779
"000172F:48562:49497"	"ID=PCA_SD_14125"	0.00114553869668164	0.000687323218008984
"000172F:80976:81342"	"ID=PCA_SD_14137"	0.00409022863251123	0.00409022863251123
"000177F:104203:104766"	"ID=PCA_SD_13712"	0.00152088541857307	0.0011406640639298
"000178F:44823:45344"	"ID=PCA_SD_13117"	0.00123244163229197	0.000821627754861314
"000179F:148247:149126"	"ID=PCA_SD_13999"	NA	0.000974749290994559
"000179F:46240:46773"	"ID=PCA_SD_13983"	0.00522056736375363	0.000401582104904125
"000181F:20:484"	"ID=PCA_SD_21569"	0.00138351512270195	0.00368937366053855
"000184F:180874:181683"	"ID=PCA_SD_13802"	0.00529493442021736	0.00397120081516302
"000185F:172684:173615"	"ID=PCA_SD_12695"	0.00437172965274384	0.00322127448096914
"000185F:30893:32360"	"ID=PCA_SD_12676"	0.000292159188036516	NA
"000186F:171733:173160"	"ID=PCA_SD_06457"	0.00270308626914458	0.00195222897215997
"000186F:84086:84292"	"ID=PCA_SD_06434"	0.00103596543004253	0.00103596543004253
"000187F:139281:141810"	"ID=PCA_SD_12121"	0.00229472577751396	0.00254282423737711
"000187F:147126:147934"	"ID=PCA_SD_12123"	0.000936043889467993	0.00238566575546258
"000187F:21443:22164"	"ID=PCA_SD_12099"	0.00384573156619375	NA
"000187F:423:621"	"ID=PCA_SD_12097"	NA	NA
"000189F:159591:160155"	"ID=PCA_SD_11687"	0.00531367755090839	0.00531367755090839
"000190F:106390:107079"	"ID=PCA_SD_18870"	0.00124315851605103	0.000621579258025516
"000190F:121186:122504"	"ID=PCA_SD_18873"	0.00260130212608101	0.0030890462747212
"000190F:80827:81452"	"ID=PCA_SD_18868"	NA	NA
"000191F:163455:163763"	"ID=PCA_SD_14451"	0.00346998129480264	0.00277598503584211
"000191F:179477:180114"	"ID=PCA_SD_14455"	0.00100836133551161	0.00100836133551161
"000193F:124242:125468"	"ID=PCA_SD_11247"	0.00279634678427127	0.000524315022050863
"000193F:130843:131709"	"ID=PCA_SD_11249"	0.00148404736345192	0.000989364908967949
"000193F:29372:30499"	"ID=PCA_SD_11224"	0.00285166015982451	0.00266154948250287
"000193F:34404:35446"	"ID=PCA_SD_11226"	0.00390647366860715	0.00246724652754136
"000193F:41911:42895"	"ID=PCA_SD_11228"	0.00500734153546444	0.00108855250770966
"000193F:55041:56612"	"ID=PCA_SD_11230"	0.00231906001801505	0.00109132236141884
"000193F:79082:79490"	"ID=PCA_SD_11237"	0.00209726008820345	0.00209726008820345
"000194F:21065:21806"	"ID=PCA_SD_15320"	0.00809225826486049	0.00809225826486049
"000194F:53504:54504"	"ID=PCA_SD_15323"	0.00685537962897272	0.00342768981448636
"000196F:61460:62642"	"ID=PCA_SD_21170"	NA	NA
"000198F:145476:146769"	"ID=PCA_SD_13004"	0.00215439178689678	0.00215439178689678
"000198F:84893:85501"	"ID=PCA_SD_12991"	0.0014085047226194	0.00176063090327424
"000200F:124064:125226"	"ID=PCA_SD_12933"	0.00165950438191679	NA
"000202F:113961:114574"	"ID=PCA_SD_19245"	0.00663591536866003	0.0048896218505916
"000205F:134438:135194"	"ID=PCA_SD_15177"	0.00133379041229345	0.000333447603073363
"000205F:61739:62386"	"ID=PCA_SD_15166"	NA	0.000389536783219962
"000208F:107975:108716"	"ID=PCA_SD_12658"	NA	NA
"000209F:79596:80396"	"ID=PCA_SD_09803"	0.00669303508173542	0.00508670666211892
"000212F:13554:14520"	"ID=PCA_SD_16165"	NA	NA
"000213F:135501:136087"	"ID=PCA_SD_13315"	0.000365323414001368	0.0010959702420041
"000214F:134577:135881"	"ID=PCA_SD_10615"	0.00213623216263942	0.00197190661166715
"000216F:148232:148986"	"ID=PCA_SD_15041"	0.0036924277778072	0.0010029927239465
"000216F:18312:18943"	"ID=PCA_SD_15019"	0.0010179343861652	0.000399398473934392
"000216F:49759:50631"	"ID=PCA_SD_15024"	0.00073692386260757	NA
"000218F:87597:88389"	"ID=PCA_SD_11607"	NA	0.000540844499416905
"000220F:119435:120506"	"ID=PCA_SD_14108"	0.00100020916053546	0.000800167328428369
"000221F:15272:15898"	"ID=PCA_SD_12337"	0.00307815565577229	0.000805166939478582
"000224F:24489:25257"	"ID=PCA_SD_08581"	0.000278861955811187	0.000278861955811187
"000224F:53322:54086"	"ID=PCA_SD_08590"	0.00224256046032735	0.00252288051786827
"000225F:102416:102697"	"ID=PCA_SD_17899"	0.00152088541857307	0.00152088541857307
"000225F:144826:145107"	"ID=PCA_SD_17905"	0.00152088541857307	0.00152088541857307
"000227F:145020:145424"	"ID=PCA_SD_10320"	NA	NA
"000228F:108724:109588"	"ID=PCA_SD_14478"	0.00223121803025344	0.00223121803025344
"000232F:80423:81009"	"ID=PCA_SD_13086"	NA	0.0010959702420041
"000236F:81014:81538"	"ID=PCA_SD_13027"	0.000408466369559625	NA
"000240F:79960:80441"	"ID=PCA_SD_15752"	0.000444906315391708	0.000523692604826837
"000241F:8270:8953"	"ID=PCA_SD_09759"	NA	NA
"000246F:41034:41798"	"ID=PCA_SD_12471"	0.00131984227726293	0.00196224040278643
"000247F:132168:132898"	"ID=PCA_SD_09530"	NA	NA
"000252F:59341:60158"	"ID=PCA_SD_09742"	0.00157294506615259	0.00157294506615259
"000256F:100547:100825"	"ID=PCA_SD_12907"	NA	0.000768619512612197
"000258F:73122:73706"	"ID=PCA_SD_16835"	0.00256600668056687	0.00219943429762875
"000262F:93826:94265"	"ID=PCA_SD_20000"	NA	0.00146212393649184
"000264F:47626:47991"	"ID=PCA_SD_14188"	0.0082028082411564	0.0082028082411564
"000264F:88953:89366"	"ID=PCA_SD_14198"	0.00207193086008505	0.00207193086008505
"000266F:121082:122304"	"ID=PCA_SD_14343"	0.00140274632228162	0.000526029870855608
"000266F:46498:47362"	"ID=PCA_SD_14331"	0.000743739343417814	0.000495826228945209
"000267F:45104:46119"	"ID=PCA_SD_13206"	0.000422135519722053	0.000422135519722053
"000269F:63039:64328"	"ID=PCA_SD_11070"	0.00132989050554296	0.000997417879157223
"000271F:99109:99587"	"ID=PCA_SD_15437"	0.00179077114003176	NA
"000278F:72186:72871"	"ID=PCA_SD_15653"	0.00250081450750791	0.00156300906719244
"000280F:62268:62717"	"ID=PCA_SD_18455"	NA	NA
"000281F:112521:112880"	"ID=PCA_SD_16032"	0.00178704036682336	0.00178704036682336
"000285F:85025:85733"	"ID=PCA_SD_18698"	NA	0.000604921985948669
"000291F:48049:49356"	"ID=PCA_SD_15188"	0.00347366746137434	0.00344292180764133
"000297F:114265:115089"	"ID=PCA_SD_21687"	0.0049387297410391	0.00285926458691737
"000297F:116919:117676"	"ID=PCA_SD_21688"	0.00763853666030037	0.0056581753039262
"000298F:120247:121714"	"ID=PCA_SD_13662"	NA	NA
"000299F:89008:90054"	"ID=PCA_SD_14865"	0.00163854704121339	0.00143372866106172
"000304F:18474:18926"	"ID=PCA_SD_16040"	NA	NA
"000304F:97346:97873"	"ID=PCA_SD_16055"	0.0032491643033152	NA
"000306F:38085:38502"	"ID=PCA_SD_17747"	0.00564328536891587	0.00256512971314358
"000310F:91767:92306"	"ID=PCA_SD_18442"	0.00357408073364672	0.00317696065213042
"000311F:26516:27318"	"ID=PCA_SD_22009"	NA	NA
"000313F:33621:34118"	"ID=PCA_SD_16467"	0.00387550922925548	0.00172244854633577
"000313F:62770:63021"	"ID=PCA_SD_16471"	0.000850971603249218	0.000850971603249218
"000315F:36440:37230"	"ID=PCA_SD_15403"	0.00162663598497196	0.000271105997495326
"000315F:37520:38608"	"ID=PCA_SD_15404"	0.00118151429211462	NA
"000322F:102481:103003"	"ID=PCA_SD_13386"	NA	NA
"000322F:117980:118495"	"ID=PCA_SD_13392"	0.000489185727764604	NA
"000324F:16103:16832"	"ID=PCA_SD_20834"	NA	NA
"000325F:56382:57454"	"ID=PCA_SD_19166"	0.0025981201978047	0.000235246817825289
"000326F:21734:22536"	"ID=PCA_SD_16092"	0.00106821840108993	NA
"000327F:26450:26902"	"ID=PCA_SD_19782"	NA	NA
"000331F:18934:19616"	"ID=PCA_SD_15968"	0.000627949762866187	0.000627949762866187
"000331F:56312:58407"	"ID=PCA_SD_15976"	0.00204622942766033	0.00204622942766033
"000334F:66322:66983"	"ID=PCA_SD_20568"	0.00907017467149016	0.0064820803685062
"000335F:101714:102128"	"ID=PCA_SD_18910"	0.00103346912780146	0.00155020369170219
"000335F:26029:27011"	"ID=PCA_SD_18891"	0.00109076726357479	0.00109076726357479
"000335F:35210:35623"	"ID=PCA_SD_18894"	NA	NA
"000335F:37334:38135"	"ID=PCA_SD_18895"	NA	NA
"000338F:4373:5269"	"ID=PCA_SD_15761"	NA	NA
"000341F:19733:20338"	"ID=PCA_SD_14614"	0.000707738759137964	0.000353869379568982
"000343F:107179:108147"	"ID=PCA_SD_19051"	0.00398349555452885	0.00312594223562273
"000344F:4690:5631"	"ID=PCA_SD_15576"	NA	NA
"000344F:66514:66984"	"ID=PCA_SD_15591"	0.00318707836121363	0.00227648454372402
"000350F:91214:92266"	"ID=PCA_SD_16752"	NA	NA
"000361F:72015:72710"	"ID=PCA_SD_16251"	0.000725344354961309	0.000616220816145986
"000365F:5255:5682"	"ID=PCA_SD_10919"	0.00150311806555236	0.00150311806555236
"000365F:75923:76711"	"ID=PCA_SD_10938"	0.00217434569347329	0.00217434569347329
"000366F:23499:23913"	"ID=PCA_SD_18631"	0.00258367281950365	0.00155020369170219
"000367F:70410:71252"	"ID=PCA_SD_16008"	0.00209601286914086	0.00432451049622734
"000370F:21822:22492"	"ID=PCA_SD_24295"	0.00415466910915714	0.00351548924620989
"000374F:46258:46856"	"ID=PCA_SD_19461"	0.000358004747944579	0.000358004747944579
"000374F:59065:59515"	"ID=PCA_SD_19463"	0.00237743729510868	0.00190194983608694
"000374F:69568:70343"	"ID=PCA_SD_19465"	0.00110538579391136	0.000829039345433517
"000374F:71550:72149"	"ID=PCA_SD_19466"	0.00142963229345869	0.00142963229345869
"000379F:42983:43607"	"ID=PCA_SD_18415"	0.00205867050258051	0.000403871736842457
"000379F:84410:85082"	"ID=PCA_SD_18423"	NA	NA
"000379F:87222:87897"	"ID=PCA_SD_18425"	NA	NA
"000381F:22955:23449"	"ID=PCA_SD_19819"	0.00216610953554346	NA
"000381F:46807:47658"	"ID=PCA_SD_19824"	0.000251695826313149	NA
"000383F:18178:18621"	"ID=PCA_SD_15788"	0.00113702628615557	0.00113702628615557
"000383F:2610:3038"	"ID=PCA_SD_15786"	0.00117678245000716	0.00117678245000716
"000385F:17433:17930"	"ID=PCA_SD_18563"	0.000861224273167884	0.000430612136583942
"000385F:43910:44659"	"ID=PCA_SD_18569"	0.00514667625645127	0.0045748233390678
"000389F:50180:50992"	"ID=PCA_SD_24339"	NA	NA
"000391F:28807:29407"	"ID=PCA_SD_22448"	0.00142725353756275	0.000713626768781374
"000398F:68776:69729"	"ID=PCA_SD_22612"	0.00202306456621512	0.00134870971081008
"000402F:50105:50557"	"ID=PCA_SD_24046"	NA	NA
"000420F:14654:14959"	"ID=PCA_SD_20592"	0.00140160028770459	0.00140160028770459
"000424F:62600:63415"	"ID=PCA_SD_23000"	0.000525600107889223	0.000262800053944612
"000432F:52163:52549"	"ID=PCA_SD_20087"	0.00110824208795247	0.00110824208795247
"000432F:58069:58482"	"ID=PCA_SD_20090"	0.00103596543004253	NA
"000441F:49604:50538"	"ID=PCA_SD_24205"	0.00206417496916495	0.00206417496916495
"000448F:30638:31017"	"ID=PCA_SD_20681"	0.000564328536891587	NA
"000448F:56040:56559"	"ID=PCA_SD_20688"	0.00288675751563773	0.00041239393080539
"000450F:26480:27409"	"ID=PCA_SD_18822"	0.000922343415134637	0.000691757561350977
"000452F:34190:34832"	"ID=PCA_SD_20883"	0.00100052026758384	0.00066701351172256
"000459F:34911:35719"	"ID=PCA_SD_25526"	NA	NA
"000461F:30186:30716"	"ID=PCA_SD_22138"	0.00686546581604454	0.00323080744284449
"000465F:18542:19111"	"ID=PCA_SD_26163"	0.00225731414756635	0.00225731414756635
"000467F:61853:62582"	"ID=PCA_SD_23755"	NA	NA
"000527F:22039:22714"	"ID=PCA_SD_22660"	NA	NA
"000545F:33639:34130"	"ID=PCA_SD_23537"	NA	NA
"000547F:20132:20460"	"ID=PCA_SD_24283"	0.000651808036531316	NA
"000553F:17:439"	"ID=PCA_SD_22044"	0.00659050348048331	0.00101392361238205
"000574F:29247:30177"	"ID=PCA_SD_25335"	0.0054225528577129	0.00506743992310813
"000586F:16296:16876"	"ID=PCA_SD_25687"	NA	NA
"000586F:4642:5222"	"ID=PCA_SD_25683"	NA	NA
"000598F:22110:22472"	"ID=PCA_SD_23796"	0.00590757146057309	0.00649832860663039
"000598F:26990:28006"	"ID=PCA_SD_23798"	0.00253032264328971	0.00231946242301557
"000601F:17627:18523"	"ID=PCA_SD_26422"	NA	NA
"000614F:28814:29572"	"ID=PCA_SD_26256"	0.00339043231650281	0.00282536026375235
"000630F:10418:10909"	"ID=PCA_SD_24419"	0.00479449854513584	0.00479449854513584
"000634F:10475:11234"	"ID=PCA_SD_26525"	0.0101579136640486	0.0107222422009402
"000651F:10074:10737"	"ID=PCA_SD_23469"	NA	NA
"000651F:12478:13133"	"ID=PCA_SD_23470"	NA	NA
"000663F:5105:5554"	"ID=PCA_SD_26916"	NA	NA
"000673F:10171:11183"	"ID=PCA_SD_23676"	NA	NA
"000677F:13889:14567"	"ID=PCA_SD_24986"	NA	NA
"000688F:16371:16784"	"ID=PCA_SD_26917"	NA	NA
"000694F:5011:5411"	"ID=PCA_SD_26536"	NA	NA
"000695F:5113:5977"	"ID=PCA_SD_26610"	NA	NA
