Busco_id	Status	Sequence	Score	Length
EOG092R07HN	Complete	PCA_SD_05282	565.8	405
EOG092R07JN	Complete	PCA_SD_04795	885.8	425
EOG092R07K7	Complete	PCA_SD_12453	588.9	415
EOG092R07LS	Complete	PCA_SD_03436	397.3	358
EOG092R07LZ	Complete	PCA_SD_04007	843.0	579
EOG092R07MT	Complete	PCA_SD_05046	1010.6	605
EOG092R07NX	Complete	PCA_SD_24464	692.3	385
EOG092R07OK	Complete	PCA_SD_09547	616.8	504
EOG092R07T1	Complete	PCA_SD_05174	631.2	386
EOG092R07TL	Complete	PCA_SD_01919	272.5	564
EOG092R07UH	Complete	PCA_SD_02638	848.3	475
EOG092R07UL	Complete	PCA_SD_13646	726.1	606
EOG092R07XL	Complete	PCA_SD_10891	312.5	339
EOG092R080H	Complete	PCA_SD_11726	499.3	332
EOG092R082W	Complete	PCA_SD_04190	447.1	494
EOG092R0848	Complete	PCA_SD_20174	901.9	477
EOG092R0849	Complete	PCA_SD_03302	398.0	376
EOG092R084Q	Complete	PCA_SD_12655	463.4	463
EOG092R086A	Complete	PCA_SD_01298	674.4	442
EOG092R087T	Duplicated	PCA_SD_20157	541.4	461
EOG092R087T	Duplicated	PCA_SD_21007	541.4	461
EOG092R0881	Complete	PCA_SD_04827	385.0	544
EOG092R088P	Complete	PCA_SD_04988	893.3	476
EOG092R089T	Complete	PCA_SD_16347	411.5	321
EOG092R08AY	Complete	PCA_SD_19198	503.1	305
EOG092R08BA	Complete	PCA_SD_07883	641.2	504
EOG092R08BI	Duplicated	PCA_SD_15051	497.5	413
EOG092R08BI	Duplicated	PCA_SD_25440	497.9	413
EOG092R08BZ	Complete	PCA_SD_13759	823.8	413
EOG092R08CA	Complete	PCA_SD_18014	248.6	390
EOG092R08CQ	Complete	PCA_SD_10290	298.5	506
EOG092R08EZ	Complete	PCA_SD_00092	520.1	645
EOG092R08FD	Complete	PCA_SD_08611	881.8	416
EOG092R08FP	Complete	PCA_SD_08588	819.6	428
EOG092R08H1	Complete	PCA_SD_02713	604.7	366
EOG092R08HB	Complete	PCA_SD_03185	207.0	302
EOG092R08HQ	Complete	PCA_SD_05096	530.9	346
EOG092R08I4	Complete	PCA_SD_18253	165.3	252
EOG092R08IB	Complete	PCA_SD_05739	440.3	349
EOG092R08J0	Complete	PCA_SD_07518	666.7	411
EOG092R08JB	Complete	PCA_SD_03314	814.8	477
EOG092R08JQ	Complete	PCA_SD_14196	496.0	372
EOG092R08K4	Complete	PCA_SD_24463	785.5	395
EOG092R08KJ	Complete	PCA_SD_02912	185.1	247
EOG092R08L3	Complete	PCA_SD_10241	552.7	475
EOG092R08LW	Complete	PCA_SD_09448	204.8	307
EOG092R08N0	Complete	PCA_SD_07848	431.9	336
EOG092R08N3	Complete	PCA_SD_18264	541.6	316
EOG092R08N8	Complete	PCA_SD_14187	498.2	426
EOG092R08NE	Complete	PCA_SD_09838	845.3	447
EOG092R08ON	Complete	PCA_SD_15148	744.2	481
EOG092R08OZ	Duplicated	PCA_SD_13886	615.5	361
EOG092R08OZ	Duplicated	PCA_SD_17260	615.5	361
EOG092R08P1	Complete	PCA_SD_13784	525.8	346
EOG092R08PM	Complete	PCA_SD_08561	841.0	681
EOG092R08Q9	Duplicated	PCA_SD_20758	425.9	326
EOG092R08Q9	Duplicated	PCA_SD_21183	426.4	326
EOG092R08QO	Complete	PCA_SD_10307	719.6	411
EOG092R08RN	Complete	PCA_SD_07339	638.6	378
EOG092R08RP	Complete	PCA_SD_01079	444.7	341
EOG092R08RY	Complete	PCA_SD_10873	461.0	369
EOG092R08SB	Complete	PCA_SD_08877	608.8	405
EOG092R08SI	Complete	PCA_SD_05106	390.1	316
EOG092R08U6	Complete	PCA_SD_02556	332.6	326
EOG092R08US	Complete	PCA_SD_07749	181.6	298
EOG092R08W1	Complete	PCA_SD_02802	201.9	211
EOG092R08W6	Complete	PCA_SD_07697	605.5	439
EOG092R08XM	Complete	PCA_SD_10859	539.5	312
EOG092R08Y4	Complete	PCA_SD_12086	460.9	279
EOG092R08Y6	Complete	PCA_SD_02997	642.1	442
EOG092R08YA	Complete	PCA_SD_07108	557.5	362
EOG092R08YU	Complete	PCA_SD_06074	247.2	332
EOG092R08YZ	Complete	PCA_SD_05029	871.9	488
EOG092R090E	Complete	PCA_SD_07062	467.9	412
EOG092R090P	Complete	PCA_SD_18416	607.6	334
EOG092R0914	Duplicated	PCA_SD_08575	761.1	351
EOG092R0914	Duplicated	PCA_SD_13007	761.1	351
EOG092R0915	Complete	PCA_SD_09971	506.7	301
EOG092R091P	Complete	PCA_SD_11079	497.2	374
EOG092R091V	Complete	PCA_SD_03644	452.4	362
EOG092R092A	Complete	PCA_SD_24746	948.3	494
EOG092R092H	Complete	PCA_SD_06371	815.7	447
EOG092R092K	Complete	PCA_SD_08322	868.4	482
EOG092R0931	Complete	PCA_SD_10750	598.8	344
EOG092R094V	Complete	PCA_SD_10197	723.9	370
EOG092R095W	Duplicated	PCA_SD_23534	517.8	350
EOG092R095W	Duplicated	PCA_SD_23964	469.8	329
EOG092R096K	Complete	PCA_SD_03871	357.7	322
EOG092R097B	Complete	PCA_SD_09546	503.7	362
EOG092R097C	Complete	PCA_SD_05028	738.3	553
EOG092R097H	Complete	PCA_SD_08699	671.4	333
EOG092R097X	Complete	PCA_SD_11240	490.1	380
EOG092R0987	Duplicated	PCA_SD_07889	501.3	342
EOG092R0987	Duplicated	PCA_SD_25203	501.2	342
EOG092R098G	Complete	PCA_SD_10243	421.5	427
EOG092R099Y	Complete	PCA_SD_02542	643.3	378
EOG092R09BB	Complete	PCA_SD_06756	294.1	352
EOG092R09CF	Complete	PCA_SD_09306	968.3	645
EOG092R09CZ	Complete	PCA_SD_00737	719.0	409
EOG092R09DU	Complete	PCA_SD_11847	488.3	368
EOG092R09EI	Complete	PCA_SD_02565	458.4	450
EOG092R09FU	Complete	PCA_SD_08116	298.4	299
EOG092R09G0	Complete	PCA_SD_18349	836.3	401
EOG092R09G6	Duplicated	PCA_SD_05641	269.2	447
EOG092R09G6	Duplicated	PCA_SD_17407	269.2	447
EOG092R09HC	Complete	PCA_SD_01986	588.8	368
EOG092R09IK	Complete	PCA_SD_06500	325.4	251
EOG092R09IO	Complete	PCA_SD_10378	545.8	381
EOG092R09JK	Complete	PCA_SD_08698	892.7	545
EOG092R09LN	Duplicated	PCA_SD_01695	704.3	396
EOG092R09LN	Duplicated	PCA_SD_01701	764.9	396
EOG092R09M5	Complete	PCA_SD_22446	733.9	397
EOG092R09N7	Complete	PCA_SD_00889	490.3	441
EOG092R09NL	Duplicated	PCA_SD_04914	485.4	452
EOG092R09NL	Duplicated	PCA_SD_22010	485.4	452
EOG092R09O0	Complete	PCA_SD_11341	379.2	368
EOG092R09OO	Complete	PCA_SD_01810	756.6	389
EOG092R09OV	Complete	PCA_SD_11144	521.8	398
EOG092R09RJ	Complete	PCA_SD_05443	716.9	492
EOG092R09RX	Complete	PCA_SD_07772	363.6	588
EOG092R09T5	Complete	PCA_SD_03913	722.5	402
EOG092R09T7	Complete	PCA_SD_04251	372.3	284
EOG092R09UB	Complete	PCA_SD_18856	560.4	445
EOG092R09VI	Duplicated	PCA_SD_03657	344.1	327
EOG092R09VI	Duplicated	PCA_SD_05455	370.4	324
EOG092R09VI	Duplicated	PCA_SD_07267	373.8	321
EOG092R09W3	Complete	PCA_SD_07746	769.4	384
EOG092R09Z0	Complete	PCA_SD_11077	901.4	427
EOG092R0A0X	Complete	PCA_SD_00357	752.0	353
EOG092R0A4R	Complete	PCA_SD_10724	385.3	332
EOG092R0A5W	Complete	PCA_SD_03827	672.6	499
EOG092R0A63	Complete	PCA_SD_06629	321.8	335
EOG092R0A6R	Complete	PCA_SD_04864	422.4	305
EOG092R0A87	Complete	PCA_SD_04163	643.5	379
EOG092R0A9D	Complete	PCA_SD_01915	748.5	396
EOG092R0AA1	Duplicated	PCA_SD_00188	269.6	342
EOG092R0AA1	Duplicated	PCA_SD_23416	279.2	327
EOG092R0AAR	Complete	PCA_SD_10674	455.3	419
EOG092R0ABG	Complete	PCA_SD_10677	757.5	436
EOG092R0ABW	Complete	PCA_SD_02590	518.4	394
EOG092R0AC7	Complete	PCA_SD_03652	869.4	474
EOG092R0AC9	Complete	PCA_SD_04287	844.7	454
EOG092R0ACQ	Duplicated	PCA_SD_12268	549.6	568
EOG092R0ACQ	Duplicated	PCA_SD_22674	549.7	568
EOG092R0ADC	Complete	PCA_SD_04177	798.3	497
EOG092R0ADS	Complete	PCA_SD_04339	749.3	368
EOG092R0AEU	Complete	PCA_SD_03699	690.3	439
EOG092R0AF1	Complete	PCA_SD_06442	241.6	261
EOG092R0AG4	Complete	PCA_SD_13539	618.8	335
EOG092R0AGC	Complete	PCA_SD_07400	409.3	319
EOG092R0AH1	Complete	PCA_SD_09661	474.3	351
EOG092R0AIC	Complete	PCA_SD_10437	419.1	278
EOG092R0AJO	Complete	PCA_SD_02241	384.5	315
EOG092R0AKD	Complete	PCA_SD_01814	650.0	412
EOG092R0AM6	Fragmented	PCA_SD_06015	508.5	282
EOG092R0AMZ	Complete	PCA_SD_07308	725.5	379
EOG092R0ANI	Complete	PCA_SD_08054	556.2	505
EOG092R0ANM	Fragmented	PCA_SD_03823	187.7	177
EOG092R0AO9	Complete	PCA_SD_03306	184.2	247
EOG092R0AQ5	Complete	PCA_SD_12092	382.0	220
EOG092R0AQA	Complete	PCA_SD_01074	157.4	205
EOG092R0AQN	Complete	PCA_SD_06112	722.8	436
EOG092R0AR5	Complete	PCA_SD_03910	803.7	401
EOG092R0ARJ	Complete	PCA_SD_04208	356.1	335
EOG092R0ARM	Complete	PCA_SD_05935	385.0	318
EOG092R0AS8	Complete	PCA_SD_12300	437.2	421
EOG092R0ASG	Complete	PCA_SD_06455	531.8	381
EOG092R0ATE	Complete	PCA_SD_03721	694.1	459
EOG092R0AU5	Complete	PCA_SD_10385	531.0	295
EOG092R0AUH	Complete	PCA_SD_01578	533.5	533
EOG092R0AV1	Complete	PCA_SD_08329	153.6	256
EOG092R0AV8	Complete	PCA_SD_10005	255.3	326
EOG092R0AW5	Complete	PCA_SD_11225	824.2	374
EOG092R0AX2	Complete	PCA_SD_10766	579.5	375
EOG092R0AYL	Complete	PCA_SD_07346	613.0	313
EOG092R0AYQ	Complete	PCA_SD_00546	641.1	351
EOG092R0AYX	Complete	PCA_SD_00996	432.4	306
EOG092R0AZ1	Complete	PCA_SD_03413	390.1	326
EOG092R0AZ2	Fragmented	PCA_SD_11999	349.4	298
EOG092R0AZT	Complete	PCA_SD_01283	337.1	257
EOG092R0AZU	Complete	PCA_SD_11474	647.3	349
EOG092R0B2C	Complete	PCA_SD_06379	249.5	284
EOG092R0B44	Complete	PCA_SD_02589	679.6	581
EOG092R0B48	Complete	PCA_SD_20058	378.0	248
EOG092R0B4A	Complete	PCA_SD_01227	726.3	355
EOG092R0B5P	Complete	PCA_SD_05902	354.7	293
EOG092R0B62	Complete	PCA_SD_01067	376.4	339
EOG092R0B7A	Complete	PCA_SD_00629	474.0	297
EOG092R0B7G	Complete	PCA_SD_02189	531.4	398
EOG092R0B8F	Complete	PCA_SD_07336	454.0	339
EOG092R0B9X	Complete	PCA_SD_00728	585.7	424
EOG092R0BAK	Complete	PCA_SD_15407	417.8	300
EOG092R0BB2	Complete	PCA_SD_17088	589.7	302
EOG092R0BB6	Complete	PCA_SD_00115	655.3	351
EOG092R0BBB	Complete	PCA_SD_15987	331.3	432
EOG092R0BBF	Complete	PCA_SD_14201	436.5	280
EOG092R0BBO	Complete	PCA_SD_02995	519.3	342
EOG092R0BE6	Complete	PCA_SD_16744	611.0	352
EOG092R0BEU	Complete	PCA_SD_09377	510.5	502
EOG092R0BEY	Complete	PCA_SD_21088	602.7	343
EOG092R0BGT	Complete	PCA_SD_13694	220.0	217
EOG092R0BH2	Complete	PCA_SD_03673	533.0	505
EOG092R0BHP	Complete	PCA_SD_03580	274.2	620
EOG092R0BHZ	Complete	PCA_SD_04492	470.4	292
EOG092R0BJ4	Complete	PCA_SD_03234	385.2	303
EOG092R0BK3	Complete	PCA_SD_06376	442.3	269
EOG092R0BK6	Complete	PCA_SD_10448	490.5	364
EOG092R0BK8	Complete	PCA_SD_06359	389.5	358
EOG092R0BKH	Complete	PCA_SD_06077	659.1	452
EOG092R0BKU	Complete	PCA_SD_06654	675.2	347
EOG092R0BLA	Complete	PCA_SD_10070	386.6	270
EOG092R0BM3	Complete	PCA_SD_03032	408.1	291
EOG092R0BNI	Complete	PCA_SD_11769	489.9	339
EOG092R0BNT	Complete	PCA_SD_05810	405.9	311
EOG092R0BOA	Complete	PCA_SD_05527	528.1	351
EOG092R0BPK	Complete	PCA_SD_12093	322.7	279
EOG092R0BQB	Complete	PCA_SD_00216	236.5	235
EOG092R0BS6	Complete	PCA_SD_02796	608.6	323
EOG092R0BSN	Complete	PCA_SD_18645	709.2	378
EOG092R0BTM	Complete	PCA_SD_03798	433.5	309
EOG092R0BUS	Complete	PCA_SD_04343	210.9	144
EOG092R0BUX	Complete	PCA_SD_08892	404.8	332
EOG092R0BUY	Complete	PCA_SD_24631	448.5	342
EOG092R0BWR	Complete	PCA_SD_16046	259.9	300
EOG092R0BY6	Complete	PCA_SD_04069	453.2	355
EOG092R0BYG	Complete	PCA_SD_00316	686.3	426
EOG092R0BZ8	Complete	PCA_SD_05780	352.7	368
EOG092R0C0G	Complete	PCA_SD_24202	137.4	175
EOG092R0C0P	Complete	PCA_SD_06768	404.4	266
EOG092R0C13	Complete	PCA_SD_01688	514.5	306
EOG092R0C17	Complete	PCA_SD_19790	358.1	266
EOG092R0C1R	Complete	PCA_SD_08974	593.2	427
EOG092R0C2U	Complete	PCA_SD_06641	546.1	344
EOG092R0C35	Complete	PCA_SD_09666	464.9	252
EOG092R0C3F	Complete	PCA_SD_01099	384.3	271
EOG092R0C54	Complete	PCA_SD_14131	353.8	229
EOG092R0C6Q	Complete	PCA_SD_22696	632.6	342
EOG092R0C7R	Complete	PCA_SD_24284	551.9	327
EOG092R0C7Y	Complete	PCA_SD_10083	717.1	348
EOG092R0C8F	Complete	PCA_SD_09304	365.3	306
EOG092R0C8Z	Complete	PCA_SD_04954	378.1	337
EOG092R0C95	Complete	PCA_SD_10588	608.5	319
EOG092R0C9A	Complete	PCA_SD_09437	213.2	241
EOG092R0C9U	Complete	PCA_SD_06010	718.6	375
EOG092R0CAE	Complete	PCA_SD_04945	329.9	309
EOG092R0CAT	Complete	PCA_SD_04125	343.1	278
EOG092R0CC7	Complete	PCA_SD_11313	390.9	265
EOG092R0CDN	Complete	PCA_SD_13026	602.1	286
EOG092R0CDU	Complete	PCA_SD_05388	573.1	270
EOG092R0CE7	Complete	PCA_SD_15167	476.0	328
EOG092R0CEA	Complete	PCA_SD_11750	628.6	395
EOG092R0CEK	Complete	PCA_SD_13307	428.5	344
EOG092R0CEN	Complete	PCA_SD_11678	779.2	480
EOG092R0CF5	Complete	PCA_SD_10254	593.8	359
EOG092R0CFE	Complete	PCA_SD_10875	703.1	354
EOG092R0CH9	Complete	PCA_SD_06660	468.8	302
EOG092R0CJ4	Complete	PCA_SD_11414	463.0	355
EOG092R0CJ8	Complete	PCA_SD_04683	731.6	360
EOG092R0CK5	Complete	PCA_SD_16982	396.1	260
EOG092R0CL0	Complete	PCA_SD_07975	691.4	481
EOG092R0CM9	Complete	PCA_SD_00856	360.5	450
EOG092R0CN6	Complete	PCA_SD_07250	255.3	258
EOG092R0COJ	Complete	PCA_SD_04679	488.7	597
EOG092R0CON	Complete	PCA_SD_02973	554.3	298
EOG092R0CPI	Complete	PCA_SD_06237	839.4	632
EOG092R0CQJ	Complete	PCA_SD_05519	741.0	365
EOG092R0CQO	Complete	PCA_SD_11424	502.2	362
EOG092R0CQT	Complete	PCA_SD_00083	198.9	276
EOG092R0CR8	Complete	PCA_SD_06995	466.4	326
EOG092R0CRJ	Complete	PCA_SD_03850	384.1	325
EOG092R0CSC	Complete	PCA_SD_13155	339.4	250
EOG092R0CSH	Complete	PCA_SD_03278	629.4	324
EOG092R0CXL	Complete	PCA_SD_09386	566.2	389
EOG092R0CZ5	Complete	PCA_SD_08923	475.1	415
EOG092R0CZV	Fragmented	PCA_SD_07406	363.5	315
EOG092R0D0J	Complete	PCA_SD_06833	518.4	405
EOG092R0D1W	Complete	PCA_SD_01095	409.2	381
EOG092R0D43	Complete	PCA_SD_15994	157.6	171
EOG092R0D4C	Complete	PCA_SD_04409	122.9	273
EOG092R0D4Y	Complete	PCA_SD_12678	636.8	385
EOG092R0D5N	Complete	PCA_SD_12896	494.6	333
EOG092R0D8D	Complete	PCA_SD_19462	224.9	237
EOG092R0DAA	Fragmented	PCA_SD_21240	140.4	163
EOG092R0DAS	Duplicated	PCA_SD_15058	471.3	271
EOG092R0DAS	Duplicated	PCA_SD_25438	471.3	271
EOG092R0DB4	Complete	PCA_SD_17426	420.9	265
EOG092R0DB8	Complete	PCA_SD_15193	228.3	190
EOG092R0DEA	Complete	PCA_SD_08686	324.6	333
EOG092R0DF6	Complete	PCA_SD_09663	360.6	257
EOG092R0DGH	Fragmented	PCA_SD_06664	288.2	207
EOG092R0DGZ	Duplicated	PCA_SD_05332	583.6	296
EOG092R0DGZ	Duplicated	PCA_SD_15578	583.6	296
EOG092R0DIN	Complete	PCA_SD_15027	259.5	235
EOG092R0DJ1	Complete	PCA_SD_10334	468.8	303
EOG092R0DJY	Complete	PCA_SD_04032	527.6	282
EOG092R0DM6	Complete	PCA_SD_00584	175.6	232
EOG092R0DN6	Complete	PCA_SD_00543	331.5	261
EOG092R0DQX	Complete	PCA_SD_01953	407.8	312
EOG092R0DR3	Complete	PCA_SD_03455	666.3	279
EOG092R0DSK	Complete	PCA_SD_05589	460.8	299
EOG092R0DTK	Complete	PCA_SD_16258	481.4	283
EOG092R0DU9	Complete	PCA_SD_04563	145.5	243
EOG092R0DWM	Complete	PCA_SD_07110	566.4	367
EOG092R0DWR	Complete	PCA_SD_15487	362.2	264
EOG092R0DWU	Complete	PCA_SD_06878	496.6	346
EOG092R0DXD	Complete	PCA_SD_02524	425.3	324
EOG092R0DZ6	Complete	PCA_SD_17409	269.3	327
EOG092R0DZB	Complete	PCA_SD_00323	235.8	210
EOG092R0E1C	Complete	PCA_SD_09672	468.1	306
EOG092R0E1F	Complete	PCA_SD_06611	439.1	468
EOG092R0E1V	Complete	PCA_SD_00119	377.7	237
EOG092R0E21	Complete	PCA_SD_17479	578.1	315
EOG092R0E2H	Complete	PCA_SD_05266	239.8	176
EOG092R0E2P	Complete	PCA_SD_11729	568.9	359
EOG092R0E2X	Complete	PCA_SD_03273	490.1	341
EOG092R0E4X	Complete	PCA_SD_11289	515.4	302
EOG092R0E6F	Complete	PCA_SD_11412	291.7	244
EOG092R0E7Z	Complete	PCA_SD_20175	502.3	309
EOG092R0E93	Complete	PCA_SD_14333	466.8	283
EOG092R0E9H	Complete	PCA_SD_02692	485.6	267
EOG092R0E9K	Complete	PCA_SD_17497	451.9	274
EOG092R0EAS	Complete	PCA_SD_17663	202.5	285
EOG092R0EC6	Complete	PCA_SD_06360	265.7	260
EOG092R0EEN	Complete	PCA_SD_02229	557.9	293
EOG092R0EGG	Complete	PCA_SD_20143	394.9	316
EOG092R0EIG	Complete	PCA_SD_00910	545.4	325
EOG092R0EJ5	Complete	PCA_SD_08305	539.3	316
EOG092R0EJP	Complete	PCA_SD_02801	608.5	313
EOG092R0ELR	Complete	PCA_SD_05178	625.6	331
EOG092R0EM4	Complete	PCA_SD_02868	407.0	334
EOG092R0EN7	Complete	PCA_SD_18646	366.9	330
EOG092R0ENE	Complete	PCA_SD_12270	67.8	168
EOG092R0ENX	Complete	PCA_SD_05716	621.6	341
EOG092R0EO7	Complete	PCA_SD_14632	254.4	176
EOG092R0EOC	Complete	PCA_SD_13142	373.6	288
EOG092R0EPM	Complete	PCA_SD_17991	462.9	372
EOG092R0EPO	Complete	PCA_SD_00414	585.5	283
EOG092R0EQ9	Complete	PCA_SD_22889	526.3	355
EOG092R0EQS	Complete	PCA_SD_02937	219.6	178
EOG092R0ERM	Complete	PCA_SD_00151	145.8	287
EOG092R0ESY	Complete	PCA_SD_01913	233.4	235
EOG092R0EUG	Complete	PCA_SD_07857	136.9	139
EOG092R0EWK	Complete	PCA_SD_15031	265.4	278
EOG092R0EXY	Complete	PCA_SD_04279	394.0	273
EOG092R0EY7	Fragmented	PCA_SD_15365	242.9	235
EOG092R0F09	Complete	PCA_SD_00865	696.8	464
EOG092R0F1M	Complete	PCA_SD_03872	164.3	164
EOG092R0F24	Complete	PCA_SD_10675	219.0	195
EOG092R0F25	Complete	PCA_SD_15139	133.5	149
EOG092R0F34	Complete	PCA_SD_01641	342.8	284
EOG092R0F3N	Complete	PCA_SD_03357	228.8	214
EOG092R0F4T	Complete	PCA_SD_01840	530.7	395
EOG092R0F52	Complete	PCA_SD_12641	495.5	303
EOG092R0F5V	Complete	PCA_SD_05875	364.5	481
EOG092R0F5X	Complete	PCA_SD_08512	537.8	305
EOG092R0F64	Complete	PCA_SD_01375	359.6	243
EOG092R0F67	Complete	PCA_SD_20377	310.8	290
EOG092R0F74	Complete	PCA_SD_01667	583.3	306
EOG092R0F76	Complete	PCA_SD_11980	410.8	292
EOG092R0F7R	Complete	PCA_SD_11473	416.0	268
EOG092R0F8A	Fragmented	PCA_SD_11780	375.4	456
EOG092R0FAM	Complete	PCA_SD_08891	112.4	174
EOG092R0FAZ	Complete	PCA_SD_10783	486.3	268
EOG092R0FCN	Complete	PCA_SD_05023	436.6	322
EOG092R0FDD	Complete	PCA_SD_05349	194.9	258
EOG092R0FFP	Complete	PCA_SD_00682	248.9	217
EOG092R0FIM	Complete	PCA_SD_01856	232.4	241
EOG092R0FJL	Complete	PCA_SD_04699	394.6	297
EOG092R0FKC	Complete	PCA_SD_19574	419.8	244
EOG092R0FLV	Complete	PCA_SD_11661	365.1	239
EOG092R0FOA	Complete	PCA_SD_07408	550.1	268
EOG092R0FOI	Fragmented	PCA_SD_11330	186.6	149
EOG092R0FOM	Complete	PCA_SD_19460	546.5	285
EOG092R0FP6	Complete	PCA_SD_02128	461.7	265
EOG092R0FPZ	Complete	PCA_SD_14327	492.7	290
EOG092R0FQ5	Fragmented	PCA_SD_03718	267.2	185
EOG092R0FQB	Fragmented	PCA_SD_03776	334.3	167
EOG092R0FRD	Complete	PCA_SD_04529	234.2	132
EOG092R0FRL	Complete	PCA_SD_11291	451.1	349
EOG092R0FRY	Complete	PCA_SD_03195	406.0	354
EOG092R0FS2	Complete	PCA_SD_14647	463.5	274
EOG092R0FSQ	Complete	PCA_SD_06953	334.6	223
EOG092R0FTB	Complete	PCA_SD_04517	527.1	284
EOG092R0FU7	Complete	PCA_SD_01288	383.5	218
EOG092R0FWB	Duplicated	PCA_SD_23535	246.7	199
EOG092R0FWB	Duplicated	PCA_SD_23963	220.3	200
EOG092R0FZH	Duplicated	PCA_SD_07890	98.0	118
EOG092R0FZH	Duplicated	PCA_SD_25202	100.0	129
EOG092R0FZK	Complete	PCA_SD_03512	340.5	252
EOG092R0G14	Complete	PCA_SD_13647	292.7	287
EOG092R0G64	Complete	PCA_SD_06003	364.7	386
EOG092R0G68	Complete	PCA_SD_17343	160.8	255
EOG092R0G9F	Fragmented	PCA_SD_21233	307.4	221
EOG092R0G9L	Complete	PCA_SD_03377	396.2	275
EOG092R0GA6	Complete	PCA_SD_18753	282.9	201
EOG092R0GBD	Complete	PCA_SD_04995	449.5	424
EOG092R0GCI	Complete	PCA_SD_02388	382.0	235
EOG092R0GFL	Complete	PCA_SD_04760	517.2	246
EOG092R0GFN	Complete	PCA_SD_01676	513.0	288
EOG092R0GG7	Complete	PCA_SD_19170	295.2	273
EOG092R0GGJ	Complete	PCA_SD_01347	315.6	224
EOG092R0GHG	Complete	PCA_SD_10779	226.0	298
EOG092R0GHH	Complete	PCA_SD_01694	236.3	318
EOG092R0GIT	Complete	PCA_SD_19822	430.7	308
EOG092R0GJ9	Complete	PCA_SD_08131	435.5	289
EOG092R0GKM	Complete	PCA_SD_13812	373.2	255
EOG092R0GLU	Complete	PCA_SD_17500	280.5	219
EOG092R0GLY	Complete	PCA_SD_06584	394.8	229
EOG092R0GN4	Complete	PCA_SD_16245	415.2	248
EOG092R0GNS	Complete	PCA_SD_01274	408.0	257
EOG092R0GO4	Duplicated	PCA_SD_08474	400.9	256
EOG092R0GO4	Duplicated	PCA_SD_17771	400.9	256
EOG092R0GO5	Complete	PCA_SD_17669	410.1	282
EOG092R0GQ1	Complete	PCA_SD_17954	238.3	201
EOG092R0GRB	Complete	PCA_SD_04781	434.9	312
EOG092R0GS9	Complete	PCA_SD_01639	495.0	288
EOG092R0GT4	Complete	PCA_SD_00288	314.0	235
EOG092R0GTJ	Complete	PCA_SD_01591	473.8	261
EOG092R0GU0	Complete	PCA_SD_10928	311.2	240
EOG092R0GUF	Complete	PCA_SD_12680	342.4	226
EOG092R0GUH	Complete	PCA_SD_13012	530.9	263
EOG092R0GUK	Complete	PCA_SD_00816	331.1	265
EOG092R0GUL	Complete	PCA_SD_17427	188.9	213
EOG092R0GWI	Complete	PCA_SD_16015	122.0	65
EOG092R0GX1	Complete	PCA_SD_09662	442.8	323
EOG092R0GYO	Complete	PCA_SD_06785	538.1	267
EOG092R0GZC	Complete	PCA_SD_00167	354.2	214
EOG092R0GZG	Complete	PCA_SD_01873	285.6	216
EOG092R0GZP	Complete	PCA_SD_16243	127.0	153
EOG092R0H00	Duplicated	PCA_SD_04569	328.0	279
EOG092R0H00	Duplicated	PCA_SD_26453	328.0	279
EOG092R0H11	Complete	PCA_SD_12496	289.5	261
EOG092R0H3E	Complete	PCA_SD_14127	551.4	554
EOG092R0H3G	Complete	PCA_SD_06735	116.6	154
EOG092R0H4U	Complete	PCA_SD_02337	265.1	205
EOG092R0H5C	Complete	PCA_SD_06509	301.9	212
EOG092R0H6M	Complete	PCA_SD_10167	426.6	269
EOG092R0H6Z	Complete	PCA_SD_00455	492.9	301
EOG092R0H8R	Complete	PCA_SD_03783	274.5	196
EOG092R0H91	Complete	PCA_SD_05432	350.7	222
EOG092R0H9A	Complete	PCA_SD_00210	331.3	197
EOG092R0H9C	Complete	PCA_SD_10074	231.0	247
EOG092R0H9E	Complete	PCA_SD_18692	345.8	210
EOG092R0H9Y	Complete	PCA_SD_09726	528.5	262
EOG092R0HA8	Complete	PCA_SD_19130	246.7	198
EOG092R0HB1	Complete	PCA_SD_01199	396.7	265
EOG092R0HCF	Complete	PCA_SD_01413	311.5	191
EOG092R0HDR	Complete	PCA_SD_01958	146.4	197
EOG092R0HEY	Complete	PCA_SD_12421	566.7	399
EOG092R0HFL	Complete	PCA_SD_04845	419.3	233
EOG092R0HG0	Complete	PCA_SD_06417	434.5	252
EOG092R0HHR	Complete	PCA_SD_17076	175.3	207
EOG092R0HHS	Complete	PCA_SD_08128	346.2	227
EOG092R0HHV	Complete	PCA_SD_08657	309.7	262
EOG092R0HKX	Duplicated	PCA_SD_12660	312.3	212
EOG092R0HKX	Duplicated	PCA_SD_21758	313.0	212
EOG092R0HLQ	Complete	PCA_SD_13952	137.9	234
EOG092R0HNM	Fragmented	PCA_SD_00486	165.8	137
EOG092R0HNU	Complete	PCA_SD_03359	425.8	215
EOG092R0HNX	Complete	PCA_SD_05886	361.4	216
EOG092R0HP9	Complete	PCA_SD_13028	225.8	210
EOG092R0HPF	Complete	PCA_SD_05792	331.6	227
EOG092R0HRZ	Complete	PCA_SD_08796	340.5	245
EOG092R0HSR	Duplicated	PCA_SD_11923	112.9	223
EOG092R0HSR	Duplicated	PCA_SD_20325	112.9	223
EOG092R0HTG	Complete	PCA_SD_03507	216.3	172
